source,layer,name,lat,lon,addendum_json_gbif,addendum_json_georg
GBIF,s-fbo,"Närke, Kil sn, Kils kyrka, Lockhyttan, Vinterhagen",59.00,15.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-212"",""catalogNumber"":""S-A161-212"",""higherGeography"":""Europe; Sweden; Närke; Kil"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Närke"",""locality"":""Närke: Kil sn, 3650 m NNV om Kils kyrka, 1900 m SO om Lockhyttan, Vinterhagen, under kraftleding, V om grusväg, hygge, gräsmark."",""verbatimLocality"":""Närke: Kil sn, 3650 m NNV om Kils kyrka, 1900 m SO om Lockhyttan, Vinterhagen, under kraftleding, V om grusväg, hygge, gräsmark."",""decimalLatitude"":""15.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Kils kyrka, Lockhyttan, Vinterhagen"",""verbatimTokens"":[""Närke"",""Kil sn"",""Kils kyrka"",""Lockhyttan"",""Vinterhagen""]}"
GBIF,s-fbo,"Närke, Kil sn, Kils kyrka, Finntorp",59.00,15.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-198"",""catalogNumber"":""S-A161-198"",""higherGeography"":""Europe; Sweden; Närke; Kil"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Närke"",""locality"":""Närke: Kil sn, 2050 m N-NNO om Kils kyrka, 600 m VSV om Finntorp, grustäkt, grusig grässlänt."",""verbatimLocality"":""Närke: Kil sn, 2050 m N-NNO om Kils kyrka, 600 m VSV om Finntorp, grustäkt, grusig grässlänt."",""decimalLatitude"":""15.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Kil sn, Kils kyrka, Finntorp"",""verbatimTokens"":[""Närke"",""Kil sn"",""Kils kyrka"",""Finntorp""]}"
GBIF,s-fbo,"Närke, Kil sn, Kils kyrka, Finntorp",59.00,15.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-199"",""catalogNumber"":""S-A161-199"",""higherGeography"":""Europe; Sweden; Närke; Kil"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Närke"",""locality"":""Närke: Kil sn, 2050 m N-NNO om Kils kyrka, 500 m VSV om Finntorp, mellan grustäkt och byggnader, liten vattensamling i grusmark."",""verbatimLocality"":""Närke: Kil sn, 2050 m N-NNO om Kils kyrka, 500 m VSV om Finntorp, mellan grustäkt och byggnader, liten vattensamling i grusmark."",""decimalLatitude"":""15.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Kil sn, Kils kyrka, Finntorp"",""verbatimTokens"":[""Närke"",""Kil sn"",""Kils kyrka"",""Finntorp""]}"
GBIF,s-fbo,"Närke, Kil sn, Kils kyrka, Lockhyttan, Vinterhagen",59.00,15.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-213"",""catalogNumber"":""S-A161-213"",""higherGeography"":""Europe; Sweden; Närke; Kil"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Närke"",""locality"":""Närke: Kil sn, 3650 m NNV om Kils kyrka, 1900 m SO om Lockhyttan, Vinterhagen, under kraftledning, V om grusväg, hygge, gräsmark."",""verbatimLocality"":""Närke: Kil sn, 3650 m NNV om Kils kyrka, 1900 m SO om Lockhyttan, Vinterhagen, under kraftledning, V om grusväg, hygge, gräsmark."",""decimalLatitude"":""15.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Kils kyrka, Lockhyttan, Vinterhagen"",""verbatimTokens"":[""Närke"",""Kil sn"",""Kils kyrka"",""Lockhyttan"",""Vinterhagen""]}"
GBIF,s-fbo,"Närke, Tysslinge sn, Garphyttan, Sånnaboda, Ånnaboda friluftsanläggning",59.00,14.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-214"",""catalogNumber"":""S-A161-214"",""higherGeography"":""Europe; Sweden; Närke; Tysslinge"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Närke"",""locality"":""Närke: Tysslinge sn, N om Garphyttan, 700 m N-NNV om Sånnaboda, Ånnaboda friluftsanläggning, strax O om väg, grusig mark."",""verbatimLocality"":""Närke: Tysslinge sn, N om Garphyttan, 700 m N-NNV om Sånnaboda, Ånnaboda friluftsanläggning, strax O om väg, grusig mark."",""decimalLatitude"":""14.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Garphyttan, Sånnaboda, Ånnaboda friluftsanläggning"",""verbatimTokens"":[""Närke"",""Tysslinge sn"",""Garphyttan"",""Sånnaboda"",""Ånnaboda friluftsanläggning""]}"
GBIF,s-fbo,"Södermanland, Botkyrka sn, Tullinge, Botkyrka kyrka, Tullinge kyrka, Tullingeberg",59.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-190"",""catalogNumber"":""S-A161-190"",""higherGeography"":""Europe; Sweden; Södermanland; Botkyrka"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Botkyrka sn, Tullinge, 6000 m VSV om Botkyrka kyrka, 1350 m O-OSO om Tullinge kyrka, Tullingeberg, berg, sydbrant, blandskog."",""verbatimLocality"":""Södermanland: Botkyrka sn, Tullinge, 6000 m VSV om Botkyrka kyrka, 1350 m O-OSO om Tullinge kyrka, Tullingeberg, berg, sydbrant, blandskog."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Botkyrka kyrka, Tullinge kyrka, Tullingeberg"",""verbatimTokens"":[""Södermanland"",""Botkyrka sn"",""Tullinge"",""Botkyrka kyrka"",""Tullinge kyrka"",""Tullingeberg""]}"
GBIF,s-fbo,"Södermanland, Botkyrka sn, Tullinge, Tullinge kyrka, Alfed Nobels allé",59.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-171"",""catalogNumber"":""S-A161-171"",""higherGeography"":""Europe; Sweden; Södermanland; Botkyrka"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Botkyrka sn, Tullinge, 2250 m O-ONO om Tullinge kyrka, strax N om Alfed Nobels allé, vid industribyggnad, grusslänt."",""verbatimLocality"":""Södermanland: Botkyrka sn, Tullinge, 2250 m O-ONO om Tullinge kyrka, strax N om Alfed Nobels allé, vid industribyggnad, grusslänt."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Tullinge, Tullinge kyrka, Alfed Nobels allé"",""verbatimTokens"":[""Södermanland"",""Botkyrka sn"",""Tullinge"",""Tullinge kyrka"",""Alfed Nobels allé""]}"
GBIF,s-fbo,"Södermanland, Botkyrka sn, Tullinge, Botkyrka kyrka, Tullinge kyrka, Tullinge gymnasium",59.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-172"",""catalogNumber"":""S-A161-172"",""higherGeography"":""Europe; Sweden; Södermanland; Botkyrka"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Botkyrka sn, Tullinge, 6350 m OSO om Botkyrka kyrka, 2200 m O-ONO om Tullinge kyrka, NO om Tullinge gymnasium, sandig gräsmark."",""verbatimLocality"":""Södermanland: Botkyrka sn, Tullinge, 6350 m OSO om Botkyrka kyrka, 2200 m O-ONO om Tullinge kyrka, NO om Tullinge gymnasium, sandig gräsmark."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Botkyrka kyrka, Tullinge kyrka, Tullinge gymnasium"",""verbatimTokens"":[""Södermanland"",""Botkyrka sn"",""Tullinge"",""Botkyrka kyrka"",""Tullinge kyrka"",""Tullinge gymnasium""]}"
GBIF,s-fbo,"Södermanland, Botkyrka sn, Tullinge, Botkyrka kyrka, Tullinge kyrka, Tullinge gymnasium",59.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-173"",""catalogNumber"":""S-A161-173"",""higherGeography"":""Europe; Sweden; Södermanland; Botkyrka"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Botkyrka sn, Tullinge, 6350 m OSO om Botkyrka kyrka, 2200 m O-ONO om Tullinge kyrka, NO om Tullinge gymnasium, skogsbryn, grusslänt."",""verbatimLocality"":""Södermanland: Botkyrka sn, Tullinge, 6350 m OSO om Botkyrka kyrka, 2200 m O-ONO om Tullinge kyrka, NO om Tullinge gymnasium, skogsbryn, grusslänt."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Botkyrka kyrka, Tullinge kyrka, Tullinge gymnasium"",""verbatimTokens"":[""Södermanland"",""Botkyrka sn"",""Tullinge"",""Botkyrka kyrka"",""Tullinge kyrka"",""Tullinge gymnasium""]}"
GBIF,s-fbo,"Södermanland, Huddinge sn, Huddinge kyrka, Alfred, Huddinge sjukhus",59.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-185"",""catalogNumber"":""S-A161-185"",""higherGeography"":""Europe; Sweden; Södermanland; Huddinge"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Huddinge sn, 4050 m SV om Huddinge kyrka, 150 m N om Alfred Nobels allé, SV om Huddinge sjukhus, vid grusplan, \""skräpmark\"", barrskog."",""verbatimLocality"":""Södermanland: Huddinge sn, 4050 m SV om Huddinge kyrka, 150 m N om Alfred Nobels allé, SV om Huddinge sjukhus, vid grusplan, \""skräpmark\"", barrskog."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Huddinge kyrka, Alfred, Huddinge sjukhus"",""verbatimTokens"":[""Södermanland"",""Huddinge sn"",""Huddinge kyrka"",""Alfred"",""Huddinge sjukhus""]}"
GBIF,s-fbo,"Södermanland, Huddinge sn, Huddinge kyrka, Flemingsbergs gård, Alfred, Huddinge sjukhus",59.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-186"",""catalogNumber"":""S-A161-186"",""higherGeography"":""Europe; Sweden; Södermanland; Huddinge"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Huddinge sn, 3900 m SV om Huddinge kyrka, 1550 m SV om Flemingsbergs gård, 150 m N om Alfred Nobels allé, SV om Huddinge sjukhus, gräsmark."",""verbatimLocality"":""Södermanland: Huddinge sn, 3900 m SV om Huddinge kyrka, 1550 m SV om Flemingsbergs gård, 150 m N om Alfred Nobels allé, SV om Huddinge sjukhus, gräsmark."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Flemingsbergs gård, Alfred, Huddinge sjukhus"",""verbatimTokens"":[""Södermanland"",""Huddinge sn"",""Huddinge kyrka"",""Flemingsbergs gård"",""Alfred"",""Huddinge sjukhus""]}"
GBIF,s-fbo,"Södermanland, Huddinge sn, Huddinge kyrka, Alfred, Huddinge sjukhus",59.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-184"",""catalogNumber"":""S-A161-184"",""higherGeography"":""Europe; Sweden; Södermanland; Huddinge"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Huddinge sn, 4050 m SV om Huddinge kyrka, 150 m N om Alfred Nobels allé, SV om Huddinge sjukhus, grusplan, skräpmark, grusig mark."",""verbatimLocality"":""Södermanland: Huddinge sn, 4050 m SV om Huddinge kyrka, 150 m N om Alfred Nobels allé, SV om Huddinge sjukhus, grusplan, skräpmark, grusig mark."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Huddinge kyrka, Alfred, Huddinge sjukhus"",""verbatimTokens"":[""Södermanland"",""Huddinge sn"",""Huddinge kyrka"",""Alfred"",""Huddinge sjukhus""]}"
GBIF,s-fbo,"Södermanland, Huddinge sn, Huddinge kyrka, Flemingsbergs gård, Alfred, Huddinge sjukhus, Ronald McDonald",59.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-189"",""catalogNumber"":""S-A161-189"",""higherGeography"":""Europe; Sweden; Södermanland; Huddinge"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Huddinge sn, 3750 m SV om Huddinge kyrka, 1350 m SSV om Flemingsbergs gård, strax V om Alfred Nobels allé, SO om Huddinge sjukhus, vid Ronald McDonald, gräsmatta."",""verbatimLocality"":""Södermanland: Huddinge sn, 3750 m SV om Huddinge kyrka, 1350 m SSV om Flemingsbergs gård, strax V om Alfred Nobels allé, SO om Huddinge sjukhus, vid Ronald McDonald, gräsmatta."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Alfred, Huddinge sjukhus, Ronald McDonald"",""verbatimTokens"":[""Södermanland"",""Huddinge sn"",""Huddinge kyrka"",""Flemingsbergs gård"",""Alfred"",""Huddinge sjukhus"",""Ronald McDonald""]}"
GBIF,s-fbo,"Södermanland, Botkyrka sn, Tullinge, Botkyrka kyrka, Tullinge kyrka, Tullinge gymnasium",59.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-175"",""catalogNumber"":""S-A161-175"",""higherGeography"":""Europe; Sweden; Södermanland; Botkyrka"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Botkyrka sn, Tullinge, 6350 m OSO om Botkyrka kyrka, 2200 m O-ONO om Tullinge kyrka, NO om Tullinge gymnasium, grusig gräsmark."",""verbatimLocality"":""Södermanland: Botkyrka sn, Tullinge, 6350 m OSO om Botkyrka kyrka, 2200 m O-ONO om Tullinge kyrka, NO om Tullinge gymnasium, grusig gräsmark."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Botkyrka kyrka, Tullinge kyrka, Tullinge gymnasium"",""verbatimTokens"":[""Södermanland"",""Botkyrka sn"",""Tullinge"",""Botkyrka kyrka"",""Tullinge kyrka"",""Tullinge gymnasium""]}"
GBIF,s-fbo,"Södermanland, Botkyrka sn, Tullinge, Botkyrka kyrka, Tullinge kyrka, Tullinge gymnasium",59.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-176"",""catalogNumber"":""S-A161-176"",""higherGeography"":""Europe; Sweden; Södermanland; Botkyrka"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Botkyrka sn, Tullinge, 6350 m OSO om Botkyrka kyrka, 2200 m O-ONO om Tullinge kyrka, NO om Tullinge gymnasium, skogsbryn."",""verbatimLocality"":""Södermanland: Botkyrka sn, Tullinge, 6350 m OSO om Botkyrka kyrka, 2200 m O-ONO om Tullinge kyrka, NO om Tullinge gymnasium, skogsbryn."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Botkyrka kyrka, Tullinge kyrka, Tullinge gymnasium"",""verbatimTokens"":[""Södermanland"",""Botkyrka sn"",""Tullinge"",""Botkyrka kyrka"",""Tullinge kyrka"",""Tullinge gymnasium""]}"
GBIF,s-fbo,"Södermanland, Huddinge sn, Huddinge kyrka, Alfred, Huddinge sjukhus",59.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-177"",""catalogNumber"":""S-A161-177"",""higherGeography"":""Europe; Sweden; Södermanland; Huddinge"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Huddinge sn, 4050 m SV om Huddinge kyrka, 150 m N om Alfred Nobels allé, SV om Huddinge sjukhus, vid stig, barrskog."",""verbatimLocality"":""Södermanland: Huddinge sn, 4050 m SV om Huddinge kyrka, 150 m N om Alfred Nobels allé, SV om Huddinge sjukhus, vid stig, barrskog."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Huddinge kyrka, Alfred, Huddinge sjukhus"",""verbatimTokens"":[""Södermanland"",""Huddinge sn"",""Huddinge kyrka"",""Alfred"",""Huddinge sjukhus""]}"
GBIF,s-fbo,"Södermanland, Huddinge sn, Huddinge kyrka, Alfred, Huddinge sjukhus",59.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-178"",""catalogNumber"":""S-A161-178"",""higherGeography"":""Europe; Sweden; Södermanland; Huddinge"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Huddinge sn, 4050 m SV om Huddinge kyrka, 150 m N om Alfred Nobels allé, SV om Huddinge sjukhus, vid grusplan, barrskog, på lodyta."",""verbatimLocality"":""Södermanland: Huddinge sn, 4050 m SV om Huddinge kyrka, 150 m N om Alfred Nobels allé, SV om Huddinge sjukhus, vid grusplan, barrskog, på lodyta."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Huddinge kyrka, Alfred, Huddinge sjukhus"",""verbatimTokens"":[""Södermanland"",""Huddinge sn"",""Huddinge kyrka"",""Alfred"",""Huddinge sjukhus""]}"
GBIF,s-fbo,"Södermanland, Huddinge sn, Huddinge kyrka, Alfred, Huddinge sjukhus",59.20,17.92,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-180"",""catalogNumber"":""S-A161-180"",""higherGeography"":""Europe; Sweden; Södermanland; Huddinge"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Huddinge sn, 4050 m SV om Huddinge kyrka, 150 m N om Alfred Nobels allé, SV om Huddinge sjukhus, grusplan, skräpmark, grusig mark."",""verbatimLocality"":""Södermanland: Huddinge sn, 4050 m SV om Huddinge kyrka, 150 m N om Alfred Nobels allé, SV om Huddinge sjukhus, grusplan, skräpmark, grusig mark."",""decimalLatitude"":""17.92"",""decimalLongitude"":""59.20""}","{""locationDisplayLabel"":""Huddinge kyrka, Alfred, Huddinge sjukhus"",""verbatimTokens"":[""Södermanland"",""Huddinge sn"",""Huddinge kyrka"",""Alfred"",""Huddinge sjukhus""]}"
GBIF,s-fbo,"Väster, Växjö, Småland",56.88,14.79,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S16-37735"",""catalogNumber"":""S16-37735"",""higherGeography"":""Europe; Sweden; Småland (Inre); Växjö"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Småland (Inre)"",""locality"":""Väster, Växjö, Småland."",""verbatimLocality"":""Väster, Växjö, Småland."",""decimalLatitude"":""14.79"",""decimalLongitude"":""56.88""}","{""locationDisplayLabel"":""Väster, Växjö, Småland"",""verbatimTokens"":[""Väster"",""Växjö"",""Småland""]}"
GBIF,s-fbo,"Södermanland, Grödinge sn, Grödinge kyrka, Bovallen, Kassmyra",59.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-226"",""catalogNumber"":""S-A161-226"",""higherGeography"":""Europe; Sweden; Södermanland; Grödinge"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Grödinge sn, 3300 m NNO om Grödinge kyrka, 1200 m V-VNV om Bovallen, \""Kassmyra grustag\"", skräpmark, jordhögar."",""verbatimLocality"":""Södermanland: Grödinge sn, 3300 m NNO om Grödinge kyrka, 1200 m V-VNV om Bovallen, \""Kassmyra grustag\"", skräpmark, jordhögar."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Grödinge kyrka, Bovallen, Kassmyra"",""verbatimTokens"":[""Södermanland"",""Grödinge sn"",""Grödinge kyrka"",""Bovallen"",""Kassmyra""]}"
GBIF,s-fbo,"Södermanland, Grödinge sn, Grödinge kyrka, Bovallen, Kassmyra grustag",59.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-228"",""catalogNumber"":""S-A161-228"",""higherGeography"":""Europe; Sweden; Södermanland; Grödinge"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Grödinge sn, 3350 m NNO om Grödinge kyrka, 1050 m V-VNV om Bovallen, Kassmyra grustag\"", skräpmark, jordhögar."",""verbatimLocality"":""Södermanland: Grödinge sn, 3350 m NNO om Grödinge kyrka, 1050 m V-VNV om Bovallen, Kassmyra grustag\"", skräpmark, jordhögar."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Grödinge kyrka, Bovallen, Kassmyra grustag"",""verbatimTokens"":[""Södermanland"",""Grödinge sn"",""Grödinge kyrka"",""Bovallen"",""Kassmyra grustag""]}"
